2.9	-25.9349349959
3.0	-25.8504028693
3.1	-25.7675527158
3.2	-25.7255322619
3.3	-25.6749046
3.4	-25.6328162016
3.5	-25.5959209044
3.6	-25.5666294868
4.0	-25.4847720493
5.0	-25.4052267855
12.0	-25.3052267855
